sdate,etype,author,info
2016-10-14 16h00,Louange,EEBulle Mixte,Bulle (FR)
2016-10-14 17h30,Intercession,Pour Bulle
2016-10-14 18h00,Louange,Emmanuel Ziehli,Le Locle (NE)
2016-10-14 19h30,Intercession,Pour Fribourg
2016-10-14 20h00,Louange,Daniel Pittarella,Yvonan (VD)
2016-10-14 21h30,Arts créatifs,MyriAde Créations
2016-10-14 22h00,Louange,Sur le Roc,Fribourg (FR)
2016-10-14 22h30,Intercession,Pour Fribourg
2016-10-14 23h00,Louange,Sur le Roc,Fribourg (FR)
2016-10-15 00h00,Intercession,Pour Rougemont
2016-10-15 00h30,Louange,EEBulle Mixte,Bulle (FR)
2016-10-15 02h00,Nuit ouverte
2016-10-15 09h00,Louange,EEBulle Mixte,Bulle (FR)
2016-10-15 09h30,Intercession,Pour Sainte-Croix
2016-10-15 10h00,Louange,EEBulle Mixte,Bulle (FR)
2016-10-15 11h00,Arts Créatifs,MyriAde Créations
2016-10-15 11h30,Intercession,Pour la suisse
2016-10-15 12h00,Louange,Sur le Roc,Fribourg (FR)
2016-10-15 13h30,Intercession,Pour Iasi / Roumanie
2016-10-15 14h00,Louange,EEBulle Mixte,Bulle (FR)
2016-10-15 15h00,Arts Créatifs,MyriAde Créations
2016-10-15 15h30,Intercession,Pour Las Palmas / Espagne
2016-10-15 16h00,Louange,EEAS,Sion (VS)
2016-10-15 17h30,Intercession,Pour Bulle
2016-10-15 18h00,Louange,La Rochette,Neuchâtel (NE)
2016-10-15 19h30,Intercession,Pour Fribourg
2016-10-15 20h00,Arts Créatifs,MyriAde Créations
2016-10-15 20h30,Intercession,Le Bulle Network
2016-10-15 21h00,Louange,MelT,Neuchâtel (NE)
2016-10-15 22h30,Intercession,Pour Romont
2016-10-15 23h00,Louange,EEBulle Mixte,Bulle (FR)
2016-10-16 00h30,Intercession,Pour Rougemont
2016-10-16 01h00,Nuit ouverte
2016-10-16 09h00,Louange,EEBulle Mixte,Bulle (FR)
2016-10-16 09h30,Intercession,Pour Sainte-Croix
2016-10-16 10h00,Louange,EEBulle Mixte,Bulle (FR)
2016-10-16 11h00,Prières Divers,Team David
2016-10-16 11h30,Intercession,Pour la Suisse
2016-10-16 12h00,Louange,Impact Sainte-Croix,Sainte-Croix (VD)
2016-10-16 13h30,Intercession,Pour Iasi / Roumanie
2016-10-16 14h00,Louange,Sk-High,Payerne (VD)
2016-10-16 15h30,Prière / Louange,EEBulle Mixte
